cleaner__getlemmatisation,cleaner__getstemmer,cleaner__removedigit,svm__C,svm__gamma,svm__kernel,tfidf__lowercase,tfidf__stop_words,accuracy
True,True,False,10.0,0.1,rbf,True,,0.7219512195121951
True,True,False,10.0,0.1,rbf,False,,0.7219512195121951
False,True,False,10.0,0.1,rbf,True,,0.7195121951219512
False,True,False,10.0,0.1,rbf,False,,0.7195121951219512
True,False,False,10.0,0.1,rbf,True,,0.7146341463414634
True,False,True,10.0,0.1,rbf,True,,0.7097560975609756
True,True,False,10.0,0.1,rbf,True,english,0.7073170731707317
True,True,False,10.0,0.1,rbf,False,english,0.7073170731707317
False,False,False,10.0,0.1,rbf,True,,0.7073170731707317
True,False,False,10.0,0.1,rbf,False,,0.7073170731707317
True,True,False,10.0,0.01,linear,False,english,0.7048780487804878
True,True,False,10.0,1.0,linear,True,english,0.7048780487804878
True,True,False,10.0,1.0,linear,False,english,0.7048780487804878
True,True,False,10.0,0.01,linear,True,english,0.7048780487804878
True,True,False,10.0,0.1,linear,True,english,0.7048780487804878
True,True,False,10.0,0.001,linear,False,english,0.7048780487804878
True,True,False,10.0,0.1,linear,False,english,0.7048780487804878
True,True,False,10.0,0.001,linear,True,english,0.7048780487804878
True,False,False,10.0,0.1,rbf,True,english,0.7048780487804878
True,False,False,1.0,0.001,linear,True,english,0.7024390243902439
True,False,False,1.0,0.01,linear,True,english,0.7024390243902439
True,False,False,1.0,0.1,linear,True,english,0.7024390243902439
True,False,False,1.0,1.0,linear,True,english,0.7024390243902439
False,False,False,10.0,1.0,sigmoid,True,english,0.7024390243902439
False,True,False,10.0,0.1,linear,False,english,0.7
False,True,False,10.0,0.01,linear,False,english,0.7
False,True,False,10.0,0.001,linear,False,english,0.7
False,True,False,10.0,0.1,linear,True,english,0.7
False,True,False,10.0,0.01,linear,True,english,0.7
False,True,False,10.0,0.1,rbf,True,english,0.7
False,True,False,10.0,0.1,rbf,False,english,0.7
True,True,False,10.0,0.1,sigmoid,True,english,0.7
True,True,False,10.0,0.1,sigmoid,False,english,0.7
False,True,False,10.0,1.0,linear,True,english,0.7
False,True,True,10.0,0.1,rbf,False,,0.7
False,True,True,10.0,0.1,rbf,True,,0.7
False,True,False,10.0,0.001,linear,True,english,0.7
False,True,False,10.0,1.0,linear,False,english,0.7
True,False,False,10.0,0.1,rbf,False,english,0.7
True,True,False,1.0,1.0,rbf,False,english,0.7
True,True,False,1.0,1.0,rbf,True,english,0.7
True,True,False,1.0,0.001,linear,False,english,0.7
True,True,False,1.0,1.0,linear,False,english,0.7
True,True,False,1.0,1.0,linear,True,english,0.7
True,True,False,1.0,0.01,linear,True,english,0.7
True,True,False,1.0,0.1,linear,False,english,0.7
True,True,False,1.0,0.001,linear,True,english,0.7
True,True,False,1.0,0.01,linear,False,english,0.7
True,True,False,1.0,0.1,linear,True,english,0.7
True,False,False,10.0,0.1,sigmoid,True,english,0.7
True,False,False,10.0,0.001,linear,False,english,0.6975609756097562
True,False,False,10.0,0.01,linear,False,english,0.6975609756097562
True,False,False,10.0,0.1,linear,False,english,0.6975609756097562
True,False,False,10.0,1.0,linear,False,english,0.6975609756097562
False,True,False,1.0,1.0,linear,False,english,0.697560975609756
True,True,True,10.0,0.1,rbf,False,,0.697560975609756
True,True,True,10.0,0.1,rbf,True,,0.697560975609756
True,False,True,10.0,0.1,rbf,False,,0.697560975609756
True,False,False,10.0,0.01,linear,True,,0.697560975609756
True,False,False,10.0,0.1,linear,True,,0.697560975609756
True,False,False,10.0,1.0,linear,True,,0.697560975609756
False,True,False,10.0,0.1,sigmoid,False,english,0.697560975609756
False,True,False,10.0,0.1,sigmoid,True,english,0.697560975609756
False,True,False,1.0,0.001,linear,True,english,0.697560975609756
False,True,False,1.0,0.001,linear,False,english,0.697560975609756
False,True,False,1.0,0.01,linear,True,english,0.697560975609756
False,True,False,1.0,0.01,linear,False,english,0.697560975609756
False,True,False,1.0,0.1,linear,True,english,0.697560975609756
False,True,False,1.0,0.1,linear,False,english,0.697560975609756
False,True,False,1.0,1.0,linear,True,english,0.697560975609756
True,False,False,10.0,0.001,linear,True,,0.697560975609756
False,False,False,10.0,0.01,linear,True,,0.697560975609756
False,False,False,10.0,0.001,linear,True,,0.697560975609756
False,False,True,10.0,0.1,rbf,True,,0.697560975609756
False,False,False,10.0,1.0,linear,True,,0.697560975609756
False,False,False,10.0,0.1,linear,True,,0.697560975609756
True,True,False,1.0,1.0,linear,False,,0.6951219512195121
True,True,False,10.0,0.1,sigmoid,False,,0.6951219512195121
True,False,True,10.0,1.0,linear,True,,0.6951219512195121
True,True,False,10.0,0.1,sigmoid,True,,0.6951219512195121
False,False,False,10.0,0.01,linear,True,english,0.6951219512195121
True,True,False,10.0,1.0,sigmoid,True,,0.6951219512195121
False,False,False,10.0,0.1,linear,True,english,0.6951219512195121
True,True,False,1.0,1.0,linear,True,,0.6951219512195121
True,False,True,10.0,0.1,linear,True,,0.6951219512195121
True,True,False,1.0,0.1,linear,False,,0.6951219512195121
True,True,False,1.0,0.1,linear,True,,0.6951219512195121
False,False,False,10.0,1.0,linear,True,english,0.6951219512195121
True,True,False,1.0,0.01,linear,False,,0.6951219512195121
True,True,False,1.0,0.01,linear,True,,0.6951219512195121
True,True,False,1.0,0.001,linear,False,,0.6951219512195121
True,True,False,1.0,0.001,linear,True,,0.6951219512195121
False,False,False,10.0,0.001,linear,True,english,0.6951219512195121
True,False,True,10.0,0.01,linear,True,,0.6951219512195121
False,True,False,10.0,1.0,rbf,True,english,0.6951219512195121
True,False,True,10.0,0.001,linear,True,,0.6951219512195121
False,True,False,10.0,1.0,sigmoid,False,,0.6951219512195121
False,True,False,10.0,1.0,sigmoid,True,,0.6951219512195121
False,True,False,10.0,1.0,rbf,False,english,0.6951219512195121
True,True,False,10.0,1.0,sigmoid,False,,0.6951219512195121
True,True,True,10.0,0.001,linear,False,english,0.6926829268292684
False,False,False,10.0,1.0,rbf,True,english,0.6926829268292684
True,True,True,10.0,0.01,linear,True,english,0.6926829268292684
True,True,True,10.0,0.01,linear,False,english,0.6926829268292684
True,False,True,10.0,0.1,sigmoid,True,english,0.6926829268292684
True,True,True,10.0,0.1,linear,True,english,0.6926829268292684
True,True,True,10.0,0.1,linear,False,english,0.6926829268292684
True,True,True,10.0,0.001,linear,True,english,0.6926829268292684
False,True,False,1.0,1.0,rbf,False,english,0.6926829268292684
False,True,False,1.0,1.0,rbf,True,english,0.6926829268292684
True,True,False,10.0,1.0,rbf,True,english,0.6926829268292684
True,True,False,10.0,1.0,rbf,False,english,0.6926829268292684
True,True,True,10.0,1.0,linear,True,english,0.6926829268292684
True,True,True,10.0,1.0,linear,False,english,0.6926829268292684
True,False,False,1.0,1.0,sigmoid,True,english,0.6926829268292684
False,True,False,10.0,0.001,linear,False,,0.6926829268292682
False,True,False,10.0,0.01,linear,False,,0.6926829268292682
True,False,False,10.0,1.0,sigmoid,False,english,0.6926829268292682
False,True,False,10.0,0.1,linear,True,,0.6926829268292682
False,False,True,1.0,0.001,linear,True,,0.6926829268292682
False,True,False,10.0,0.01,linear,True,,0.6926829268292682
True,False,True,10.0,0.1,rbf,True,english,0.6926829268292682
False,True,False,10.0,0.001,linear,True,,0.6926829268292682
False,False,True,10.0,0.1,sigmoid,True,,0.6926829268292682
False,False,False,1.0,0.001,linear,True,,0.6926829268292682
False,False,False,1.0,1.0,linear,True,,0.6926829268292682
False,True,False,10.0,0.1,linear,False,,0.6926829268292682
False,False,True,1.0,0.1,linear,True,,0.6926829268292682
False,True,False,10.0,1.0,linear,False,,0.6926829268292682
False,False,False,1.0,0.1,linear,True,,0.6926829268292682
False,True,False,10.0,1.0,linear,True,,0.6926829268292682
False,False,True,1.0,1.0,linear,True,,0.6926829268292682
False,False,False,1.0,0.01,linear,True,,0.6926829268292682
False,False,False,10.0,0.1,sigmoid,True,,0.6926829268292682
False,False,True,1.0,0.01,linear,True,,0.6926829268292682
False,False,True,10.0,0.001,linear,True,,0.6902439024390243
True,False,False,1.0,0.01,linear,True,,0.6902439024390243
True,False,True,1.0,0.001,linear,True,english,0.6902439024390243
False,False,True,10.0,0.001,linear,True,english,0.6902439024390243
True,False,True,1.0,0.01,linear,True,english,0.6902439024390243
True,True,False,10.0,1.0,sigmoid,False,english,0.6902439024390243
True,False,False,1.0,0.001,linear,True,,0.6902439024390243
True,False,False,1.0,1.0,linear,True,,0.6902439024390243
False,False,True,10.0,1.0,linear,True,english,0.6902439024390243
False,False,True,10.0,0.01,linear,True,english,0.6902439024390243
True,False,True,1.0,0.1,linear,True,english,0.6902439024390243
True,False,False,1.0,0.1,linear,True,,0.6902439024390243
False,False,True,10.0,0.01,linear,True,,0.6902439024390243
False,False,True,10.0,0.1,linear,True,,0.6902439024390243
True,False,True,10.0,0.1,linear,False,,0.6902439024390243
False,False,True,10.0,1.0,linear,True,,0.6902439024390243
True,True,False,10.0,0.1,linear,False,,0.6902439024390243
True,True,False,10.0,1.0,poly,True,english,0.6902439024390243
True,True,True,10.0,1.0,rbf,False,,0.6902439024390243
True,True,True,10.0,1.0,rbf,True,,0.6902439024390243
True,True,False,10.0,1.0,linear,False,,0.6902439024390243
True,True,False,10.0,1.0,linear,True,,0.6902439024390243
True,True,True,10.0,0.1,rbf,False,english,0.6902439024390243
True,True,True,10.0,0.1,rbf,True,english,0.6902439024390243
True,False,True,10.0,1.0,linear,False,,0.6902439024390243
True,False,True,10.0,0.01,linear,False,,0.6902439024390243
True,True,False,10.0,1.0,poly,False,english,0.6902439024390243
True,False,True,1.0,1.0,linear,True,english,0.6902439024390243
True,True,False,10.0,0.1,linear,True,,0.6902439024390243
True,True,False,10.0,0.01,linear,False,,0.6902439024390243
False,False,True,10.0,1.0,sigmoid,True,english,0.6902439024390243
True,True,False,10.0,0.01,linear,True,,0.6902439024390243
True,True,True,1.0,1.0,rbf,False,english,0.6902439024390243
True,True,True,1.0,1.0,rbf,True,english,0.6902439024390243
True,True,False,10.0,0.001,linear,False,,0.6902439024390243
True,True,False,10.0,0.001,linear,True,,0.6902439024390243
True,False,True,10.0,0.001,linear,False,,0.6902439024390243
True,True,False,10.0,1.0,sigmoid,True,english,0.6902439024390243
False,False,True,10.0,0.1,linear,True,english,0.6902439024390243
False,True,True,10.0,1.0,rbf,False,,0.6902439024390243
False,False,False,10.0,0.01,linear,False,,0.6902439024390243
True,False,False,10.0,1.0,rbf,True,english,0.6902439024390243
False,True,True,1.0,1.0,rbf,False,english,0.6902439024390243
False,False,False,10.0,0.001,linear,False,,0.6902439024390243
False,False,False,1.0,0.001,linear,True,english,0.6902439024390243
False,True,True,10.0,1.0,rbf,True,,0.6902439024390243
False,False,False,10.0,1.0,linear,False,,0.6902439024390243
False,False,False,1.0,0.01,linear,True,english,0.6902439024390243
False,False,False,1.0,1.0,rbf,True,english,0.6902439024390243
True,False,False,10.0,0.1,sigmoid,True,,0.6902439024390243
False,True,True,1.0,1.0,rbf,True,english,0.6902439024390243
False,False,False,10.0,0.1,sigmoid,True,english,0.6902439024390243
False,False,False,1.0,0.1,linear,True,english,0.6902439024390243
False,False,False,1.0,1.0,linear,True,english,0.6902439024390243
False,False,False,10.0,0.1,linear,False,,0.6902439024390243
False,False,False,10.0,1.0,sigmoid,False,english,0.6902439024390243
False,False,False,10.0,0.1,rbf,True,english,0.6902439024390243
False,True,True,1.0,1.0,linear,False,english,0.6878048780487805
True,True,True,1.0,0.1,linear,True,,0.6878048780487805
True,True,True,1.0,0.1,linear,False,,0.6878048780487805
True,True,False,1.0,1.0,sigmoid,True,english,0.6878048780487805
False,True,True,1.0,1.0,linear,True,english,0.6878048780487805
True,True,False,1.0,1.0,sigmoid,False,english,0.6878048780487805
False,False,True,1.0,1.0,rbf,True,english,0.6878048780487805
False,True,True,1.0,0.001,linear,True,english,0.6878048780487805
True,True,True,1.0,1.0,linear,False,,0.6878048780487805
True,True,True,10.0,1.0,rbf,True,english,0.6878048780487805
False,False,False,10.0,0.1,rbf,False,english,0.6878048780487805
True,True,True,1.0,1.0,linear,True,,0.6878048780487805
False,True,True,10.0,0.001,linear,True,,0.6878048780487805
False,True,True,10.0,0.1,linear,True,,0.6878048780487805
True,True,True,10.0,0.1,sigmoid,False,,0.6878048780487805
True,True,True,10.0,0.1,sigmoid,True,,0.6878048780487805
True,False,True,10.0,0.1,rbf,False,english,0.6878048780487805
False,True,True,10.0,0.1,linear,False,,0.6878048780487805
False,True,True,10.0,0.1,sigmoid,True,english,0.6878048780487805
False,True,True,10.0,0.1,sigmoid,False,english,0.6878048780487805
False,True,True,10.0,1.0,linear,True,,0.6878048780487805
False,True,True,1.0,0.001,linear,False,english,0.6878048780487805
False,True,False,10.0,0.1,sigmoid,False,,0.6878048780487805
False,True,True,10.0,0.01,linear,False,,0.6878048780487805
False,True,True,10.0,0.01,linear,True,,0.6878048780487805
False,True,True,10.0,0.001,linear,False,,0.6878048780487805
False,True,False,10.0,0.1,sigmoid,True,,0.6878048780487805
False,True,True,10.0,1.0,linear,False,,0.6878048780487805
False,True,False,1.0,1.0,linear,False,,0.6878048780487805
True,True,True,10.0,1.0,rbf,False,english,0.6878048780487805
False,True,False,1.0,1.0,linear,True,,0.6878048780487805
False,True,False,1.0,0.01,linear,True,,0.6878048780487805
False,True,True,1.0,0.01,linear,False,english,0.6878048780487805
False,True,True,1.0,0.01,linear,True,english,0.6878048780487805
True,False,False,1.0,1.0,linear,False,english,0.6878048780487805
True,False,False,1.0,0.1,linear,False,english,0.6878048780487805
True,False,False,10.0,0.1,sigmoid,False,english,0.6878048780487805
True,False,False,1.0,0.01,linear,False,english,0.6878048780487805
True,True,True,1.0,0.001,linear,True,,0.6878048780487805
False,True,True,1.0,0.1,linear,True,english,0.6878048780487805
True,False,False,1.0,0.001,linear,False,english,0.6878048780487805
True,False,False,10.0,1.0,rbf,True,,0.6878048780487805
False,True,False,1.0,0.001,linear,True,,0.6878048780487805
False,True,False,1.0,0.001,linear,False,,0.6878048780487805
True,True,True,1.0,0.01,linear,True,,0.6878048780487805
True,True,True,1.0,0.01,linear,False,,0.6878048780487805
True,True,True,1.0,0.001,linear,False,,0.6878048780487805
False,True,False,1.0,0.01,linear,False,,0.6878048780487805
False,True,False,1.0,0.1,linear,True,,0.6878048780487805
False,True,True,1.0,0.1,linear,False,english,0.6878048780487805
False,True,False,1.0,0.1,linear,False,,0.6878048780487805
True,False,False,10.0,1.0,sigmoid,True,english,0.6878048780487804
False,False,True,10.0,0.1,rbf,True,english,0.6878048780487804
True,True,True,10.0,1.0,poly,True,english,0.6878048780487804
True,True,True,10.0,1.0,poly,False,english,0.6878048780487804
False,True,True,10.0,1.0,poly,True,english,0.6878048780487804
False,False,True,10.0,0.1,rbf,False,,0.6878048780487804
False,True,True,10.0,1.0,poly,False,english,0.6878048780487804
False,True,False,10.0,1.0,poly,False,english,0.6878048780487804
False,True,False,10.0,1.0,poly,True,english,0.6878048780487804
False,True,False,10.0,1.0,rbf,True,,0.6853658536585365
False,True,True,1.0,0.001,linear,True,,0.6853658536585365
False,True,False,10.0,1.0,rbf,False,,0.6853658536585365
True,False,True,10.0,1.0,rbf,True,english,0.6853658536585365
True,True,True,1.0,0.001,linear,True,english,0.6853658536585365
True,False,False,10.0,0.01,linear,True,english,0.6853658536585365
False,True,True,10.0,0.1,sigmoid,False,,0.6853658536585365
True,False,False,10.0,0.1,linear,False,,0.6853658536585365
True,False,False,10.0,0.1,linear,True,english,0.6853658536585365
False,False,False,1.0,1.0,sigmoid,True,english,0.6853658536585365
True,True,True,1.0,0.1,linear,False,english,0.6853658536585365
False,True,True,10.0,0.1,sigmoid,True,,0.6853658536585365
False,True,True,1.0,0.01,linear,True,,0.6853658536585365
True,True,True,1.0,0.1,linear,True,english,0.6853658536585365
True,True,True,10.0,0.1,sigmoid,True,english,0.6853658536585365
True,False,False,10.0,0.01,linear,False,,0.6853658536585365
True,True,True,10.0,0.1,sigmoid,False,english,0.6853658536585365
False,True,True,1.0,0.01,linear,False,,0.6853658536585365
True,False,False,10.0,0.001,linear,True,english,0.6853658536585365
True,True,True,1.0,1.0,linear,True,english,0.6853658536585365
True,False,False,10.0,0.001,linear,False,,0.6853658536585365
False,False,False,10.0,0.1,rbf,False,,0.6853658536585365
True,False,False,10.0,1.0,linear,False,,0.6853658536585365
False,False,False,10.0,0.1,linear,False,english,0.6853658536585365
True,True,True,1.0,1.0,linear,False,english,0.6853658536585365
True,True,True,1.0,0.01,linear,False,english,0.6853658536585365
False,True,True,1.0,0.1,linear,False,,0.6853658536585365
True,True,True,1.0,0.01,linear,True,english,0.6853658536585365
False,True,True,1.0,1.0,linear,True,,0.6853658536585365
False,False,False,10.0,1.0,rbf,True,,0.6853658536585365
False,False,False,10.0,1.0,linear,False,english,0.6853658536585365
False,True,False,1.0,1.0,sigmoid,False,english,0.6853658536585365
False,False,False,10.0,0.01,linear,False,english,0.6853658536585365
False,True,True,1.0,1.0,linear,False,,0.6853658536585365
False,True,True,1.0,0.1,linear,True,,0.6853658536585365
False,True,False,1.0,1.0,sigmoid,True,english,0.6853658536585365
True,True,False,10.0,1.0,rbf,False,,0.6853658536585365
True,False,False,10.0,1.0,linear,True,english,0.6853658536585365
False,True,True,10.0,1.0,rbf,False,english,0.6853658536585365
False,True,True,10.0,1.0,rbf,True,english,0.6853658536585365
False,True,True,1.0,0.001,linear,False,,0.6853658536585365
False,False,False,10.0,0.001,linear,False,english,0.6853658536585365
True,True,True,1.0,0.001,linear,False,english,0.6853658536585365
True,True,False,10.0,1.0,rbf,True,,0.6853658536585365
False,False,True,10.0,0.1,linear,False,,0.6829268292682927
True,False,True,10.0,0.001,linear,False,english,0.6829268292682927
False,True,True,10.0,0.01,linear,False,english,0.6829268292682927
False,False,True,10.0,0.001,linear,False,,0.6829268292682927
True,False,True,1.0,1.0,rbf,True,english,0.6829268292682927
True,False,True,10.0,0.01,linear,False,english,0.6829268292682927
False,False,True,10.0,1.0,linear,False,,0.6829268292682927
True,False,True,10.0,0.1,linear,False,english,0.6829268292682927
False,True,True,10.0,0.1,linear,False,english,0.6829268292682927
False,True,True,10.0,0.001,linear,True,english,0.6829268292682927
False,True,True,10.0,0.001,linear,False,english,0.6829268292682927
False,True,True,10.0,0.01,linear,True,english,0.6829268292682927
False,True,True,10.0,0.1,linear,True,english,0.6829268292682927
False,False,True,10.0,0.01,linear,False,,0.6829268292682927
False,True,True,10.0,1.0,linear,False,english,0.6829268292682927
True,False,True,10.0,1.0,linear,False,english,0.6829268292682927
False,True,True,10.0,1.0,linear,True,english,0.6829268292682927
True,True,True,10.0,1.0,sigmoid,False,english,0.6829268292682926
False,False,True,10.0,0.1,sigmoid,True,english,0.6829268292682926
True,False,True,10.0,0.1,sigmoid,True,,0.6829268292682926
False,False,True,1.0,1.0,linear,True,english,0.6829268292682926
True,True,True,10.0,1.0,sigmoid,False,,0.6829268292682926
False,False,True,1.0,0.001,linear,True,english,0.6829268292682926
True,True,True,10.0,1.0,sigmoid,True,,0.6829268292682926
True,True,True,10.0,1.0,sigmoid,True,english,0.6829268292682926
False,False,True,1.0,0.01,linear,True,english,0.6829268292682926
True,False,True,10.0,1.0,sigmoid,False,english,0.6829268292682926
False,False,True,1.0,0.1,linear,True,english,0.6829268292682926
True,False,True,1.0,1.0,linear,False,,0.6804878048780487
True,False,True,1.0,0.01,linear,True,,0.6804878048780487
True,False,True,1.0,1.0,linear,True,,0.6804878048780487
True,False,True,10.0,1.0,rbf,True,,0.6804878048780487
True,False,True,1.0,0.1,linear,False,,0.6804878048780487
False,False,True,10.0,1.0,rbf,True,,0.6804878048780487
True,False,True,1.0,0.1,linear,True,,0.6804878048780487
True,False,True,1.0,0.01,linear,False,,0.6804878048780487
False,False,False,1.0,0.1,linear,False,,0.6804878048780487
False,False,False,1.0,0.001,linear,False,english,0.6804878048780487
True,False,True,1.0,0.001,linear,False,,0.6804878048780487
True,False,True,1.0,0.001,linear,True,,0.6804878048780487
True,False,True,1.0,1.0,sigmoid,False,english,0.6804878048780487
False,False,False,1.0,0.001,linear,False,,0.6804878048780487
False,False,True,10.0,1.0,sigmoid,False,,0.6804878048780487
False,True,True,10.0,1.0,sigmoid,False,english,0.6804878048780487
False,True,True,10.0,1.0,sigmoid,True,english,0.6804878048780487
True,False,True,10.0,1.0,sigmoid,False,,0.6804878048780487
True,False,True,10.0,1.0,sigmoid,True,english,0.6804878048780487
False,False,True,10.0,1.0,linear,False,english,0.6804878048780487
False,False,False,10.0,0.1,sigmoid,False,english,0.6804878048780487
False,False,False,1.0,1.0,sigmoid,True,,0.6804878048780487
False,False,True,10.0,0.1,linear,False,english,0.6804878048780487
True,False,True,10.0,0.1,linear,True,english,0.6804878048780487
False,False,True,10.0,0.1,rbf,False,english,0.6804878048780487
True,False,False,1.0,1.0,rbf,True,english,0.6804878048780487
False,False,False,1.0,0.01,linear,False,,0.6804878048780487
False,True,True,10.0,0.1,rbf,True,english,0.6804878048780487
True,False,False,10.0,1.0,rbf,False,,0.6804878048780487
True,False,True,10.0,0.1,sigmoid,False,,0.6804878048780487
False,False,False,1.0,1.0,linear,False,english,0.6804878048780487
True,False,False,1.0,1.0,sigmoid,False,english,0.6804878048780487
True,False,True,10.0,0.01,linear,True,english,0.6804878048780487
False,True,True,10.0,0.1,rbf,False,english,0.6804878048780487
True,False,True,10.0,1.0,linear,True,english,0.6804878048780487
False,False,True,1.0,1.0,sigmoid,True,english,0.6804878048780487
False,False,False,1.0,1.0,linear,False,,0.6804878048780487
True,False,False,10.0,1.0,sigmoid,True,,0.6804878048780487
False,False,False,1.0,0.01,linear,False,english,0.6804878048780487
False,False,False,1.0,0.1,linear,False,english,0.6804878048780487
False,False,True,10.0,0.01,linear,False,english,0.6804878048780487
True,False,True,10.0,0.001,linear,True,english,0.6804878048780487
False,False,True,10.0,0.001,linear,False,english,0.6804878048780487
True,True,True,10.0,0.001,linear,False,,0.6780487804878049
True,True,True,10.0,1.0,linear,False,,0.6780487804878049
False,False,False,1.0,1.0,sigmoid,False,english,0.6780487804878049
True,False,True,10.0,1.0,rbf,False,,0.6780487804878049
False,True,True,10.0,1.0,sigmoid,True,,0.6780487804878049
False,False,False,10.0,1.0,rbf,False,,0.6780487804878049
False,False,True,1.0,1.0,linear,False,english,0.6780487804878049
True,False,False,10.0,1.0,sigmoid,False,,0.6780487804878049
False,True,True,10.0,1.0,sigmoid,False,,0.6780487804878049
True,True,False,1.0,1.0,rbf,False,,0.6780487804878049
True,True,False,1.0,1.0,rbf,True,,0.6780487804878049
False,False,True,10.0,1.0,rbf,True,english,0.6780487804878049
False,False,False,10.0,0.1,sigmoid,False,,0.6780487804878049
False,False,True,10.0,0.1,sigmoid,False,english,0.6780487804878049
False,False,False,10.0,1.0,rbf,False,english,0.6780487804878049
True,True,True,10.0,0.001,linear,True,,0.6780487804878049
True,False,True,1.0,0.01,linear,False,english,0.6780487804878049
False,False,True,1.0,0.001,linear,False,english,0.6780487804878049
True,False,True,1.0,0.1,linear,False,english,0.6780487804878049
True,True,True,10.0,0.01,linear,True,,0.6780487804878049
True,False,True,1.0,1.0,linear,False,english,0.6780487804878049
True,False,True,1.0,1.0,sigmoid,True,english,0.6780487804878049
True,False,True,1.0,0.001,linear,False,english,0.6780487804878049
True,False,True,10.0,0.1,sigmoid,False,english,0.6780487804878049
True,True,True,10.0,0.1,linear,True,,0.6780487804878049
True,True,True,10.0,0.1,linear,False,,0.6780487804878049
True,True,True,10.0,0.01,linear,False,,0.6780487804878049
False,False,True,1.0,0.1,linear,False,english,0.6780487804878049
True,True,True,10.0,1.0,linear,True,,0.6780487804878049
False,False,True,1.0,0.01,linear,False,english,0.6780487804878049
True,False,True,0.01,1.0,rbf,True,english,0.6780487804878048
False,True,False,10.0,1.0,sigmoid,False,english,0.6780487804878048
True,False,False,1.0,1.0,sigmoid,False,,0.6780487804878048
False,False,True,10.0,1.0,sigmoid,False,english,0.6780487804878048
True,False,True,0.1,1.0,rbf,True,english,0.6780487804878048
False,True,False,10.0,1.0,sigmoid,True,english,0.6780487804878048
True,False,True,0.001,1.0,rbf,True,english,0.6780487804878048
True,False,False,1.0,0.1,linear,False,,0.6756097560975609
True,False,False,0.001,1.0,rbf,True,english,0.6756097560975609
True,True,False,1.0,1.0,poly,False,english,0.6756097560975609
True,True,False,1.0,1.0,poly,True,english,0.6756097560975609
True,False,True,10.0,1.0,rbf,False,english,0.6756097560975609
True,False,False,0.1,1.0,rbf,True,english,0.6756097560975609
True,False,False,1.0,0.01,linear,False,,0.6756097560975609
True,False,False,0.01,1.0,rbf,True,english,0.6756097560975609
True,False,True,1.0,1.0,sigmoid,True,,0.6756097560975609
False,False,True,1.0,1.0,sigmoid,True,,0.6756097560975609
False,True,False,1.0,1.0,poly,False,english,0.6756097560975609
False,True,False,1.0,1.0,poly,True,english,0.6756097560975609
True,False,False,10.0,0.1,sigmoid,False,,0.6756097560975609
True,False,False,1.0,1.0,linear,False,,0.6756097560975609
False,False,True,10.0,0.1,sigmoid,False,,0.6756097560975609
True,False,False,1.0,0.001,linear,False,,0.6756097560975609
False,False,False,10.0,1.0,sigmoid,False,,0.6756097560975609
False,False,True,1.0,1.0,linear,False,,0.6756097560975609
False,False,True,1.0,0.1,linear,False,,0.6756097560975609
True,True,True,1.0,1.0,poly,True,english,0.6756097560975609
True,True,True,1.0,1.0,poly,False,english,0.6756097560975609
False,False,True,1.0,0.001,linear,False,,0.6756097560975609
False,False,True,1.0,0.01,linear,False,,0.6756097560975609
False,False,True,0.001,1.0,rbf,True,english,0.6731707317073171
False,True,True,1.0,1.0,sigmoid,True,english,0.6731707317073171
False,True,True,1.0,1.0,sigmoid,False,english,0.6731707317073171
False,True,True,1.0,1.0,rbf,False,,0.6731707317073171
False,True,True,1.0,1.0,rbf,True,,0.6731707317073171
False,False,True,0.1,1.0,rbf,True,english,0.6731707317073171
True,False,True,1.0,1.0,rbf,False,english,0.6731707317073171
False,False,True,0.01,1.0,rbf,True,english,0.6731707317073171
True,False,False,10.0,1.0,rbf,False,english,0.6731707317073171
True,True,True,1.0,1.0,rbf,True,,0.6731707317073171
False,False,True,10.0,1.0,rbf,False,,0.6731707317073171
True,True,True,1.0,1.0,rbf,False,,0.6731707317073171
False,True,True,1.0,1.0,poly,False,english,0.673170731707317
False,False,True,10.0,1.0,sigmoid,True,,0.673170731707317
False,True,True,1.0,1.0,poly,True,english,0.673170731707317
False,True,True,1.0,0.01,poly,False,english,0.6707317073170732
True,False,False,1.0,1.0,rbf,False,,0.6707317073170732
False,True,True,0.01,0.1,poly,False,english,0.6707317073170732
False,True,True,0.1,0.001,poly,False,english,0.6707317073170732
False,True,True,0.1,0.01,poly,False,english,0.6707317073170732
False,True,True,0.1,0.01,poly,True,english,0.6707317073170732
False,True,True,0.1,0.001,poly,True,english,0.6707317073170732
False,True,True,10.0,0.1,poly,True,english,0.6707317073170732
False,True,True,1.0,0.001,poly,True,english,0.6707317073170732
False,True,True,10.0,0.1,poly,False,english,0.6707317073170732
False,True,True,0.01,0.1,poly,True,english,0.6707317073170732
False,True,True,0.01,0.01,poly,True,english,0.6707317073170732
False,True,True,0.01,0.01,poly,False,english,0.6707317073170732
False,True,True,0.01,1.0,poly,True,english,0.6707317073170732
False,True,True,1.0,0.001,poly,False,english,0.6707317073170732
False,True,True,0.01,0.001,poly,True,english,0.6707317073170732
False,True,True,10.0,0.01,poly,True,english,0.6707317073170732
False,True,True,0.01,1.0,poly,False,english,0.6707317073170732
False,True,True,0.1,0.1,poly,False,english,0.6707317073170732
False,True,True,0.1,1.0,poly,False,english,0.6707317073170732
False,True,True,1.0,0.1,poly,True,english,0.6707317073170732
False,True,True,1.0,0.1,poly,False,english,0.6707317073170732
