cleaner__getlemmatisation,cleaner__getstemmer,cleaner__removedigit,svm__C,svm__gamma,svm__kernel,tfidf__lowercase,tfidf__stop_words,accuracy
True,False,True,0.1,0.01,rbf,False,english,0.6390243902439025
True,False,False,0.001,0.1,rbf,False,english,0.6390243902439025
False,True,False,0.001,1.0,poly,True,,0.6390243902439025
True,False,True,0.001,0.01,sigmoid,False,english,0.6390243902439025
False,True,True,0.1,1.0,poly,True,,0.6390243902439025
False,True,False,10.0,0.01,poly,True,,0.6390243902439025
False,True,True,1.0,0.1,poly,False,,0.6390243902439025
False,True,False,0.001,1.0,poly,False,,0.6390243902439025
False,True,False,10.0,0.01,poly,False,,0.6390243902439025
False,True,False,0.01,0.01,poly,False,,0.6390243902439025
False,True,False,0.1,0.001,poly,False,,0.6390243902439025
False,True,True,0.01,0.1,poly,True,,0.6390243902439025
True,False,True,0.001,0.1,rbf,False,english,0.6390243902439025
False,True,False,0.001,0.1,poly,False,,0.6390243902439025
False,True,False,0.01,0.1,poly,True,,0.6390243902439025
True,False,False,0.1,0.1,rbf,False,english,0.6390243902439025
True,False,True,1.0,0.1,rbf,False,english,0.6390243902439025
False,True,True,0.001,0.1,poly,False,,0.6390243902439025
False,True,True,0.1,0.001,poly,True,,0.6390243902439025
False,True,False,0.1,0.001,poly,True,,0.6390243902439025
False,True,False,0.001,1.0,rbf,True,english,0.6390243902439025
False,True,True,0.001,1.0,rbf,False,english,0.6390243902439025
False,True,True,10.0,0.001,poly,False,,0.6390243902439025
False,True,True,0.1,1.0,poly,False,,0.6390243902439025
True,False,True,1.0,0.01,rbf,False,english,0.6390243902439025
False,True,False,0.01,0.01,poly,True,,0.6390243902439025
False,True,True,0.1,0.001,poly,False,,0.6390243902439025
False,True,True,0.1,1.0,rbf,True,english,0.6390243902439025
True,False,True,1.0,0.1,sigmoid,False,english,0.6390243902439025
False,True,True,0.1,1.0,rbf,False,english,0.6390243902439025
False,True,False,0.1,0.1,poly,True,,0.6390243902439025
False,True,True,0.001,0.01,poly,True,,0.6390243902439025
False,True,True,10.0,0.1,poly,True,,0.6390243902439025
False,True,False,0.001,0.01,poly,True,,0.6390243902439025
False,True,False,1.0,0.1,poly,False,,0.6390243902439025
False,True,False,0.1,0.1,poly,False,,0.6390243902439025
False,True,True,0.01,0.1,poly,False,,0.6390243902439025
False,True,False,0.1,0.01,poly,False,,0.6390243902439025
True,False,False,0.1,1.0,sigmoid,True,english,0.6390243902439025
True,False,False,0.001,1.0,sigmoid,True,english,0.6390243902439025
False,True,False,0.1,0.01,poly,True,,0.6390243902439025
False,True,True,0.001,1.0,rbf,True,english,0.6390243902439025
False,True,False,1.0,0.1,poly,True,,0.6390243902439025
False,True,True,1.0,0.1,poly,True,,0.6390243902439025
False,True,False,10.0,0.001,poly,True,,0.6390243902439025
False,True,True,0.01,0.001,poly,False,,0.6390243902439025
True,False,True,0.001,0.01,rbf,False,english,0.6390243902439025
False,True,True,10.0,0.001,poly,True,,0.6390243902439025
False,True,False,10.0,0.001,poly,False,,0.6390243902439025
True,False,False,0.01,0.1,rbf,False,english,0.6390243902439025
False,True,False,1.0,0.01,poly,False,,0.6390243902439025
False,True,True,1.0,0.01,poly,False,,0.6390243902439025
False,True,True,0.001,0.01,poly,False,,0.6390243902439025
False,True,False,0.1,1.0,rbf,True,english,0.6390243902439025
True,False,True,0.01,0.1,rbf,False,english,0.6390243902439025
False,True,True,0.01,0.001,poly,True,,0.6390243902439025
False,True,True,10.0,0.1,poly,False,,0.6390243902439025
False,True,False,0.01,1.0,poly,True,,0.6390243902439025
False,True,True,0.001,1.0,poly,False,,0.6390243902439025
False,True,False,0.1,1.0,poly,True,,0.6390243902439025
False,True,False,0.001,0.001,poly,False,,0.6390243902439025
True,False,True,0.01,0.01,rbf,False,english,0.6390243902439025
True,False,True,10.0,0.01,sigmoid,False,english,0.6390243902439025
False,True,True,0.1,0.01,poly,False,,0.6390243902439025
False,True,True,0.1,0.1,poly,False,,0.6390243902439025
False,True,False,0.001,0.001,poly,True,,0.6390243902439025
False,True,False,0.01,1.0,rbf,False,english,0.6390243902439025
False,True,True,0.01,1.0,poly,True,,0.6390243902439025
False,True,False,1.0,0.001,poly,False,,0.6390243902439025
False,True,False,0.1,1.0,poly,False,,0.6390243902439025
False,True,False,1.0,0.001,poly,True,,0.6390243902439025
False,True,False,0.01,1.0,rbf,True,english,0.6390243902439025
False,True,False,0.01,0.001,poly,True,,0.6390243902439025
False,True,True,0.1,0.01,poly,True,,0.6390243902439025
False,True,False,0.001,0.1,poly,True,,0.6390243902439025
False,True,True,10.0,0.01,poly,False,,0.6390243902439025
True,False,True,1.0,0.01,sigmoid,False,english,0.6390243902439025
True,False,True,0.01,0.01,sigmoid,False,english,0.6390243902439025
True,False,True,0.1,0.1,rbf,False,english,0.6390243902439025
False,True,True,1.0,0.001,poly,False,,0.6390243902439025
False,True,True,0.01,1.0,rbf,False,english,0.6390243902439025
True,False,True,0.1,0.1,sigmoid,False,english,0.6390243902439025
False,True,True,0.01,0.01,poly,False,,0.6390243902439025
False,True,True,0.01,1.0,rbf,True,english,0.6390243902439025
False,True,True,0.1,0.1,poly,True,,0.6390243902439025
False,True,True,10.0,0.01,poly,True,,0.6390243902439025
False,True,False,0.01,0.1,poly,False,,0.6390243902439025
False,True,True,0.001,0.001,poly,False,,0.6390243902439025
False,True,False,1.0,0.01,poly,True,,0.6390243902439025
False,True,False,0.1,1.0,rbf,False,english,0.6390243902439025
False,True,True,0.001,0.001,poly,True,,0.6390243902439025
False,True,True,0.001,1.0,poly,True,,0.6390243902439025
False,True,True,0.001,0.1,poly,True,,0.6390243902439025
False,True,False,0.01,0.001,poly,False,,0.6390243902439025
True,False,True,0.01,0.1,sigmoid,False,english,0.6390243902439025
False,True,False,10.0,0.1,poly,False,,0.6390243902439025
True,False,False,0.01,1.0,sigmoid,True,english,0.6390243902439025
False,True,False,10.0,0.1,poly,True,,0.6390243902439025
False,True,True,0.01,0.01,poly,True,,0.6390243902439025
True,False,True,0.001,0.1,sigmoid,False,english,0.6390243902439025
False,True,True,1.0,0.001,poly,True,,0.6390243902439025
False,True,True,0.01,1.0,poly,False,,0.6390243902439025
True,False,False,1.0,0.1,rbf,False,english,0.6390243902439025
False,True,False,0.01,1.0,poly,False,,0.6390243902439025
True,False,True,0.1,0.01,sigmoid,False,english,0.6390243902439025
True,False,False,0.001,0.1,rbf,True,english,0.6365853658536587
True,False,False,0.1,0.1,rbf,True,english,0.6365853658536587
True,False,False,1.0,0.1,rbf,True,english,0.6365853658536587
True,False,False,0.01,0.1,rbf,True,english,0.6365853658536587
True,False,True,0.001,0.001,linear,False,english,0.6365853658536585
True,False,True,1.0,0.001,sigmoid,False,english,0.6365853658536585
True,False,True,0.1,0.001,rbf,False,english,0.6365853658536585
True,False,True,1.0,0.1,rbf,True,english,0.6365853658536585
True,False,True,0.1,0.001,linear,False,english,0.6365853658536585
True,False,True,0.1,0.1,linear,False,english,0.6365853658536585
True,False,True,0.1,0.1,rbf,True,english,0.6365853658536585
True,False,True,0.01,0.1,linear,False,english,0.6365853658536585
True,False,True,0.001,0.1,linear,False,english,0.6365853658536585
True,False,True,0.01,1.0,linear,False,english,0.6365853658536585
True,False,True,0.01,0.1,rbf,True,english,0.6365853658536585
True,False,True,0.001,0.01,linear,False,english,0.6365853658536585
True,False,True,0.01,0.001,sigmoid,False,english,0.6365853658536585
True,False,True,1.0,0.001,rbf,False,english,0.6365853658536585
True,False,True,0.01,0.001,rbf,False,english,0.6365853658536585
True,False,True,0.001,0.001,sigmoid,False,english,0.6365853658536585
True,False,True,0.01,0.001,linear,False,english,0.6365853658536585
True,False,True,0.001,0.1,rbf,True,english,0.6365853658536585
True,False,True,10.0,0.001,rbf,False,english,0.6365853658536585
True,False,True,0.1,1.0,linear,False,english,0.6365853658536585
True,False,True,0.1,0.01,linear,False,english,0.6365853658536585
True,False,True,10.0,0.001,sigmoid,False,english,0.6365853658536585
True,False,True,0.1,0.001,sigmoid,False,english,0.6365853658536585
True,False,True,0.001,0.001,rbf,False,english,0.6365853658536585
True,False,True,0.001,1.0,linear,False,english,0.6365853658536585
True,False,True,0.01,0.01,linear,False,english,0.6365853658536585
False,False,False,0.001,1.0,sigmoid,True,english,0.6365853658536584
False,False,False,0.01,1.0,sigmoid,True,english,0.6365853658536584
False,False,False,0.1,1.0,sigmoid,True,english,0.6365853658536584
True,False,False,0.1,0.1,linear,False,english,0.6341463414634146
True,False,True,0.001,1.0,sigmoid,True,english,0.6341463414634146
True,False,False,0.1,0.01,linear,False,english,0.6341463414634146
True,False,False,0.001,0.001,linear,False,english,0.6341463414634146
False,False,False,0.001,0.1,rbf,False,english,0.6341463414634146
True,False,False,1.0,0.01,sigmoid,False,english,0.6341463414634146
True,False,False,10.0,0.01,rbf,True,english,0.6341463414634146
True,False,False,0.1,0.001,sigmoid,False,english,0.6341463414634146
True,False,False,10.0,0.01,rbf,False,english,0.6341463414634146
True,False,False,0.1,0.001,linear,False,english,0.6341463414634146
True,False,False,10.0,0.001,rbf,False,english,0.6341463414634146
True,False,True,0.1,1.0,sigmoid,True,english,0.6341463414634146
False,False,False,0.1,0.1,rbf,False,english,0.6341463414634146
False,False,False,0.001,1.0,rbf,False,english,0.6341463414634146
True,False,False,0.1,0.01,sigmoid,False,english,0.6341463414634146
True,False,False,0.1,0.001,rbf,False,english,0.6341463414634146
True,False,False,0.01,0.01,linear,False,english,0.6341463414634146
True,False,False,1.0,0.01,rbf,False,english,0.6341463414634146
True,False,False,0.001,0.001,rbf,False,english,0.6341463414634146
True,False,False,0.001,0.001,sigmoid,False,english,0.6341463414634146
True,False,False,0.1,1.0,linear,False,english,0.6341463414634146
True,False,False,0.01,0.01,rbf,False,english,0.6341463414634146
True,False,False,10.0,0.001,sigmoid,False,english,0.6341463414634146
True,False,False,0.01,0.001,sigmoid,False,english,0.6341463414634146
True,False,False,10.0,0.01,sigmoid,False,english,0.6341463414634146
False,False,False,0.01,0.1,rbf,False,english,0.6341463414634146
True,False,False,0.01,0.001,rbf,False,english,0.6341463414634146
True,False,True,0.01,1.0,sigmoid,True,english,0.6341463414634146
True,False,False,0.01,0.001,linear,False,english,0.6341463414634146
True,False,False,0.01,0.01,sigmoid,False,english,0.6341463414634146
False,False,False,0.1,1.0,rbf,False,english,0.6341463414634146
True,False,False,0.01,0.1,linear,False,english,0.6341463414634146
False,False,False,0.01,1.0,rbf,False,english,0.6341463414634146
True,False,False,0.001,1.0,linear,False,english,0.6341463414634146
False,False,False,1.0,0.1,rbf,False,english,0.6341463414634146
True,False,False,0.001,0.1,linear,False,english,0.6341463414634146
True,False,False,0.001,0.01,sigmoid,False,english,0.6341463414634146
True,False,False,1.0,0.001,sigmoid,False,english,0.6341463414634146
True,False,False,0.1,0.01,rbf,False,english,0.6341463414634146
True,False,False,0.001,0.01,rbf,False,english,0.6341463414634146
True,False,False,0.001,0.01,linear,False,english,0.6341463414634146
True,False,False,0.01,1.0,linear,False,english,0.6341463414634146
True,False,False,1.0,0.001,rbf,False,english,0.6341463414634146
True,False,True,1.0,0.001,rbf,True,english,0.6317073170731708
True,False,True,0.1,1.0,linear,True,english,0.6317073170731708
True,False,True,0.1,0.1,sigmoid,True,english,0.6317073170731708
True,False,True,0.1,0.01,linear,True,english,0.6317073170731708
True,False,True,0.001,0.001,rbf,True,english,0.6317073170731708
True,False,True,0.01,0.01,sigmoid,True,english,0.6317073170731708
True,False,True,0.001,0.01,sigmoid,True,english,0.6317073170731708
True,False,True,0.001,0.1,linear,True,english,0.6317073170731708
True,False,True,0.001,0.01,linear,True,english,0.6317073170731708
True,False,True,1.0,0.01,sigmoid,True,english,0.6317073170731708
True,False,True,0.001,0.1,sigmoid,True,english,0.6317073170731708
True,False,True,0.001,1.0,linear,True,english,0.6317073170731708
True,False,True,0.001,0.001,sigmoid,True,english,0.6317073170731708
True,False,True,0.01,0.001,linear,True,english,0.6317073170731708
True,False,True,0.001,0.001,linear,True,english,0.6317073170731708
True,False,True,0.01,0.001,rbf,True,english,0.6317073170731708
True,False,True,0.01,0.001,sigmoid,True,english,0.6317073170731708
True,False,True,10.0,0.01,sigmoid,True,english,0.6317073170731708
True,False,True,0.1,0.01,sigmoid,True,english,0.6317073170731708
True,False,True,0.01,0.01,linear,True,english,0.6317073170731708
True,False,True,0.1,0.001,linear,True,english,0.6317073170731708
True,False,True,0.01,0.1,sigmoid,True,english,0.6317073170731708
True,False,True,1.0,0.001,sigmoid,True,english,0.6317073170731708
True,False,True,1.0,0.1,sigmoid,True,english,0.6317073170731708
True,False,True,10.0,0.001,sigmoid,True,english,0.6317073170731708
True,False,True,0.1,0.001,sigmoid,True,english,0.6317073170731708
True,False,True,0.01,0.1,linear,True,english,0.6317073170731708
True,False,True,0.1,0.001,rbf,True,english,0.6317073170731708
True,False,True,0.01,1.0,linear,True,english,0.6317073170731708
True,False,True,0.1,0.1,linear,True,english,0.6317073170731708
True,False,True,10.0,0.001,rbf,True,english,0.6317073170731708
True,False,False,0.01,0.1,sigmoid,False,english,0.6317073170731707
True,False,False,1.0,0.1,sigmoid,False,english,0.6317073170731707
True,False,False,0.1,0.1,sigmoid,False,english,0.6317073170731707
True,False,False,0.001,0.1,sigmoid,False,english,0.6317073170731707
True,False,True,10.0,0.01,rbf,True,english,0.6317073170731706
True,False,True,0.1,0.01,rbf,True,english,0.6292682926829268
False,False,True,0.001,1.0,sigmoid,False,english,0.6292682926829268
False,False,True,0.01,1.0,sigmoid,False,english,0.6292682926829268
False,False,True,0.1,1.0,sigmoid,False,english,0.6292682926829268
True,False,True,0.01,0.01,rbf,True,english,0.6292682926829268
True,False,True,1.0,0.01,rbf,True,english,0.6292682926829268
True,False,True,0.001,0.01,rbf,True,english,0.6292682926829268
True,False,False,1.0,0.001,sigmoid,True,english,0.626829268292683
True,False,False,0.001,0.01,sigmoid,True,english,0.626829268292683
True,False,False,0.001,0.001,rbf,True,english,0.626829268292683
True,False,False,0.001,0.01,linear,True,english,0.626829268292683
True,False,False,0.001,0.001,sigmoid,True,english,0.626829268292683
True,False,False,1.0,0.01,sigmoid,True,english,0.626829268292683
True,False,False,0.001,0.001,linear,True,english,0.626829268292683
True,False,False,10.0,0.001,rbf,True,english,0.626829268292683
True,False,False,1.0,0.1,sigmoid,True,english,0.626829268292683
True,False,False,0.001,0.1,sigmoid,True,english,0.626829268292683
True,False,False,0.001,0.1,linear,True,english,0.626829268292683
True,False,False,0.001,1.0,linear,True,english,0.626829268292683
True,False,False,10.0,0.001,sigmoid,True,english,0.626829268292683
True,False,False,0.01,0.01,sigmoid,True,english,0.626829268292683
True,False,False,10.0,0.01,sigmoid,True,english,0.626829268292683
True,False,False,0.1,1.0,linear,True,english,0.626829268292683
True,False,False,1.0,0.001,rbf,True,english,0.626829268292683
True,False,False,0.01,0.1,sigmoid,True,english,0.626829268292683
True,False,False,0.01,1.0,linear,True,english,0.626829268292683
True,False,False,0.1,0.1,linear,True,english,0.626829268292683
True,False,False,0.01,0.01,linear,True,english,0.626829268292683
True,False,False,0.01,0.001,sigmoid,True,english,0.626829268292683
True,False,False,0.1,0.001,linear,True,english,0.626829268292683
True,False,False,0.01,0.1,linear,True,english,0.626829268292683
True,False,False,0.01,0.001,linear,True,english,0.626829268292683
True,False,False,0.01,0.001,rbf,True,english,0.626829268292683
True,False,False,0.1,0.1,sigmoid,True,english,0.626829268292683
True,False,False,0.1,0.001,rbf,True,english,0.626829268292683
True,False,False,0.1,0.01,linear,True,english,0.626829268292683
True,False,False,0.1,0.001,sigmoid,True,english,0.626829268292683
True,False,False,0.1,0.01,sigmoid,True,english,0.626829268292683
True,False,False,1.0,0.01,rbf,True,english,0.624390243902439
False,False,False,0.001,1.0,sigmoid,False,english,0.624390243902439
True,False,False,0.1,0.01,rbf,True,english,0.624390243902439
True,False,False,0.01,0.01,rbf,True,english,0.624390243902439
True,False,True,0.001,1.0,sigmoid,False,english,0.624390243902439
True,False,False,0.001,1.0,sigmoid,False,english,0.624390243902439
True,False,True,0.1,1.0,sigmoid,False,english,0.624390243902439
True,False,False,0.1,1.0,sigmoid,False,english,0.624390243902439
False,False,False,0.1,1.0,sigmoid,False,english,0.624390243902439
True,False,False,0.01,1.0,sigmoid,False,english,0.624390243902439
True,False,False,0.001,0.01,rbf,True,english,0.624390243902439
False,False,False,0.01,1.0,sigmoid,False,english,0.624390243902439
True,False,True,0.01,1.0,sigmoid,False,english,0.624390243902439
False,True,False,10.0,0.01,rbf,False,english,0.6219512195121952
False,True,False,10.0,0.01,rbf,True,english,0.6219512195121952
True,True,True,10.0,0.01,rbf,False,english,0.6195121951219512
True,True,True,10.0,0.01,rbf,True,english,0.6195121951219512
True,True,False,10.0,0.01,rbf,True,english,0.6195121951219512
True,True,False,10.0,0.01,rbf,False,english,0.6195121951219512
False,True,True,10.0,0.01,rbf,False,english,0.6170731707317074
False,True,True,10.0,0.01,rbf,True,english,0.6170731707317074
False,False,False,1.0,0.1,rbf,False,,0.6146341463414634
False,False,False,0.1,0.1,rbf,False,,0.6146341463414634
False,False,False,0.01,0.1,rbf,False,,0.6146341463414634
False,False,False,0.001,0.1,rbf,False,,0.6146341463414634
False,False,False,0.001,1.0,rbf,True,,0.6121951219512195
False,False,False,0.01,1.0,rbf,True,,0.6121951219512195
True,False,False,0.001,1.0,rbf,False,,0.6121951219512195
False,False,False,0.1,1.0,rbf,True,,0.6121951219512195
True,False,False,0.1,1.0,rbf,False,,0.6121951219512195
True,False,False,0.01,1.0,rbf,False,,0.6121951219512195
False,False,False,0.1,0.001,sigmoid,False,,0.6097560975609757
False,False,False,0.1,0.01,rbf,False,,0.6097560975609757
False,False,False,0.1,0.01,sigmoid,False,,0.6097560975609757
False,False,False,0.1,0.01,linear,False,,0.6097560975609757
False,False,False,0.1,1.0,linear,False,,0.6097560975609757
False,False,False,0.1,0.1,linear,False,,0.6097560975609757
False,False,False,0.1,0.1,sigmoid,False,,0.6097560975609757
False,False,False,10.0,0.01,sigmoid,False,,0.6097560975609757
False,False,False,0.01,0.1,linear,False,,0.6097560975609757
False,False,False,0.1,0.001,rbf,False,,0.6097560975609757
False,False,False,0.01,0.001,rbf,False,,0.6097560975609757
False,False,False,0.001,0.001,sigmoid,False,,0.6097560975609757
False,False,False,10.0,0.01,rbf,False,,0.6097560975609757
False,False,False,0.01,0.01,sigmoid,False,,0.6097560975609757
False,False,False,0.001,0.01,linear,False,,0.6097560975609757
False,False,False,0.01,0.01,rbf,False,,0.6097560975609757
False,False,False,0.001,0.01,rbf,False,,0.6097560975609757
False,False,False,0.01,0.01,linear,False,,0.6097560975609757
False,False,False,0.01,0.001,sigmoid,False,,0.6097560975609757
False,False,False,0.01,0.001,linear,False,,0.6097560975609757
False,False,False,0.001,0.001,linear,False,,0.6097560975609757
False,False,False,0.001,1.0,linear,False,,0.6097560975609757
False,False,False,0.001,0.1,sigmoid,False,,0.6097560975609757
False,False,False,1.0,0.1,sigmoid,False,,0.6097560975609757
False,False,False,0.001,0.01,sigmoid,False,,0.6097560975609757
False,False,False,1.0,0.01,sigmoid,False,,0.6097560975609757
False,False,False,0.001,0.1,linear,False,,0.6097560975609757
False,False,False,1.0,0.001,sigmoid,False,,0.6097560975609757
False,False,False,1.0,0.01,rbf,False,,0.6097560975609757
False,False,False,0.001,0.001,rbf,False,,0.6097560975609757
False,False,False,1.0,0.001,rbf,False,,0.6097560975609757
False,False,False,0.01,0.1,sigmoid,False,,0.6097560975609757
False,False,False,0.1,0.001,linear,False,,0.6097560975609757
False,False,False,10.0,0.001,sigmoid,False,,0.6097560975609757
False,False,False,0.01,1.0,linear,False,,0.6097560975609757
False,False,False,10.0,0.001,rbf,False,,0.6097560975609757
False,True,False,0.001,0.001,sigmoid,True,english,0.6097560975609756
False,True,False,0.01,0.001,rbf,False,english,0.6097560975609756
False,True,False,0.01,0.001,sigmoid,True,english,0.6097560975609756
False,True,False,0.01,0.001,rbf,True,english,0.6097560975609756
False,True,False,0.01,0.001,linear,False,english,0.6097560975609756
False,True,False,0.01,0.001,linear,True,english,0.6097560975609756
False,True,False,0.001,0.001,linear,True,english,0.6097560975609756
False,True,False,0.001,0.001,linear,False,english,0.6097560975609756
False,True,False,0.001,1.0,linear,False,english,0.6097560975609756
False,True,False,0.001,0.001,rbf,True,english,0.6097560975609756
False,True,False,0.001,0.001,rbf,False,english,0.6097560975609756
False,True,False,0.001,1.0,linear,True,english,0.6097560975609756
False,False,False,0.1,1.0,rbf,False,,0.6097560975609756
False,True,False,0.001,0.01,sigmoid,True,english,0.6097560975609756
False,True,False,0.01,0.001,sigmoid,False,english,0.6097560975609756
False,True,False,0.001,0.1,sigmoid,False,english,0.6097560975609756
False,True,False,0.001,0.1,sigmoid,True,english,0.6097560975609756
False,True,False,0.001,0.001,sigmoid,False,english,0.6097560975609756
False,True,False,0.001,0.01,linear,True,english,0.6097560975609756
False,True,False,0.001,0.01,linear,False,english,0.6097560975609756
False,True,False,0.001,0.1,linear,False,english,0.6097560975609756
False,True,False,0.001,0.01,rbf,True,english,0.6097560975609756
False,True,False,0.01,0.01,linear,True,english,0.6097560975609756
False,True,False,0.001,0.1,linear,True,english,0.6097560975609756
False,True,False,0.001,0.01,sigmoid,False,english,0.6097560975609756
False,True,False,0.001,0.01,rbf,False,english,0.6097560975609756
False,True,False,10.0,0.01,sigmoid,False,english,0.6097560975609756
False,True,False,0.01,0.01,linear,False,english,0.6097560975609756
False,True,False,1.0,0.1,rbf,True,english,0.6097560975609756
False,True,False,0.1,0.1,linear,False,english,0.6097560975609756
False,True,False,0.1,0.1,sigmoid,True,english,0.6097560975609756
False,True,False,0.1,0.1,sigmoid,False,english,0.6097560975609756
False,True,False,0.1,1.0,linear,True,english,0.6097560975609756
False,True,False,0.1,1.0,linear,False,english,0.6097560975609756
False,True,False,1.0,0.001,rbf,True,english,0.6097560975609756
False,True,False,1.0,0.001,rbf,False,english,0.6097560975609756
False,True,False,1.0,0.001,sigmoid,True,english,0.6097560975609756
False,True,False,1.0,0.001,sigmoid,False,english,0.6097560975609756
False,True,False,1.0,0.01,rbf,True,english,0.6097560975609756
False,True,False,1.0,0.01,rbf,False,english,0.6097560975609756
False,True,False,1.0,0.01,sigmoid,True,english,0.6097560975609756
False,True,False,1.0,0.01,sigmoid,False,english,0.6097560975609756
False,True,False,1.0,0.1,rbf,False,english,0.6097560975609756
False,True,False,0.1,0.01,sigmoid,False,english,0.6097560975609756
False,True,False,1.0,0.1,sigmoid,True,english,0.6097560975609756
False,True,False,1.0,0.1,sigmoid,False,english,0.6097560975609756
False,True,False,10.0,0.001,rbf,True,english,0.6097560975609756
False,True,False,10.0,0.001,rbf,False,english,0.6097560975609756
False,True,False,10.0,0.001,sigmoid,False,english,0.6097560975609756
False,True,False,10.0,0.01,sigmoid,True,english,0.6097560975609756
False,False,False,0.001,1.0,rbf,False,,0.6097560975609756
False,False,True,0.1,1.0,rbf,False,,0.6097560975609756
True,False,True,0.001,1.0,rbf,False,,0.6097560975609756
True,False,True,0.1,1.0,rbf,False,,0.6097560975609756
False,False,True,0.001,1.0,rbf,False,,0.6097560975609756
False,True,False,0.01,0.01,rbf,True,english,0.6097560975609756
True,False,True,0.01,1.0,rbf,False,,0.6097560975609756
False,True,False,0.1,0.1,linear,True,english,0.6097560975609756
False,True,False,10.0,0.001,sigmoid,True,english,0.6097560975609756
False,True,False,0.1,0.01,sigmoid,True,english,0.6097560975609756
False,True,False,0.01,0.1,sigmoid,False,english,0.6097560975609756
False,True,False,0.1,0.001,linear,False,english,0.6097560975609756
False,True,False,0.1,0.001,linear,True,english,0.6097560975609756
True,True,False,1.0,0.1,rbf,False,english,0.6097560975609756
True,True,False,1.0,0.1,rbf,True,english,0.6097560975609756
False,True,False,0.01,1.0,linear,False,english,0.6097560975609756
False,True,False,0.01,1.0,linear,True,english,0.6097560975609756
False,True,False,0.01,0.1,sigmoid,True,english,0.6097560975609756
False,True,False,0.1,0.001,rbf,False,english,0.6097560975609756
False,True,False,0.1,0.01,rbf,False,english,0.6097560975609756
False,True,False,0.01,0.1,linear,False,english,0.6097560975609756
False,True,False,0.01,0.1,linear,True,english,0.6097560975609756
False,True,False,0.01,0.01,sigmoid,False,english,0.6097560975609756
False,True,False,0.01,0.01,sigmoid,True,english,0.6097560975609756
False,True,False,0.01,0.01,rbf,False,english,0.6097560975609756
False,True,False,0.1,0.001,rbf,True,english,0.6097560975609756
False,False,True,0.01,1.0,rbf,False,,0.6097560975609756
False,True,False,0.1,0.01,linear,True,english,0.6097560975609756
False,True,False,0.1,0.01,rbf,True,english,0.6097560975609756
False,False,False,0.01,1.0,rbf,False,,0.6097560975609756
False,True,False,0.1,0.001,sigmoid,True,english,0.6097560975609756
False,True,False,0.1,0.01,linear,False,english,0.6097560975609756
False,True,False,0.1,0.001,sigmoid,False,english,0.6097560975609756
False,True,True,0.001,1.0,sigmoid,False,english,0.6073170731707318
False,True,True,0.001,1.0,sigmoid,True,english,0.6073170731707318
False,True,True,0.01,1.0,sigmoid,True,english,0.6073170731707318
False,True,True,0.1,1.0,sigmoid,False,english,0.6073170731707318
False,True,True,0.01,1.0,sigmoid,False,english,0.6073170731707318
False,True,True,0.1,1.0,sigmoid,True,english,0.6073170731707318
True,False,False,0.001,0.001,poly,True,,0.6073170731707317
False,False,True,0.1,1.0,rbf,True,,0.6048780487804878
True,True,False,0.001,1.0,linear,False,english,0.6048780487804878
True,False,True,0.001,0.1,poly,True,,0.6048780487804878
True,True,False,1.0,0.001,sigmoid,False,english,0.6048780487804878
True,True,False,0.1,0.001,sigmoid,True,english,0.6048780487804878
True,False,True,0.001,1.0,poly,True,,0.6048780487804878
True,False,True,0.001,0.01,poly,True,,0.6048780487804878
True,True,False,1.0,0.01,rbf,True,english,0.6048780487804878
True,True,False,0.1,0.001,linear,True,english,0.6048780487804878
True,True,False,1.0,0.1,sigmoid,True,english,0.6048780487804878
False,True,True,1.0,0.1,rbf,True,english,0.6048780487804878
True,True,False,1.0,0.01,rbf,False,english,0.6048780487804878
True,False,True,0.01,0.001,poly,True,,0.6048780487804878
True,True,False,0.1,0.001,sigmoid,False,english,0.6048780487804878
True,True,False,1.0,0.001,sigmoid,True,english,0.6048780487804878
True,True,False,0.01,0.1,sigmoid,False,english,0.6048780487804878
True,False,True,0.01,0.01,poly,True,,0.6048780487804878
True,True,False,0.1,0.01,linear,True,english,0.6048780487804878
True,True,False,1.0,0.001,rbf,False,english,0.6048780487804878
True,True,False,0.1,0.01,linear,False,english,0.6048780487804878
True,True,False,1.0,0.001,rbf,True,english,0.6048780487804878
True,True,False,0.01,1.0,linear,True,english,0.6048780487804878
True,True,False,0.1,0.01,rbf,True,english,0.6048780487804878
True,False,True,0.01,0.1,poly,True,,0.6048780487804878
True,False,True,0.001,0.001,poly,True,,0.6048780487804878
True,True,False,0.01,0.001,rbf,True,english,0.6048780487804878
True,True,False,0.01,0.001,linear,True,english,0.6048780487804878
True,True,False,0.01,0.01,sigmoid,False,english,0.6048780487804878
True,True,False,1.0,0.1,sigmoid,False,english,0.6048780487804878
True,True,False,0.01,1.0,linear,False,english,0.6048780487804878
True,True,False,0.1,0.001,rbf,False,english,0.6048780487804878
True,True,False,10.0,0.001,sigmoid,True,english,0.6048780487804878
True,True,False,10.0,0.001,sigmoid,False,english,0.6048780487804878
True,True,False,10.0,0.001,rbf,False,english,0.6048780487804878
True,True,False,10.0,0.001,rbf,True,english,0.6048780487804878
True,True,False,0.1,0.01,rbf,False,english,0.6048780487804878
True,True,False,0.01,0.1,rbf,False,english,0.6048780487804878
True,True,False,0.01,0.1,sigmoid,True,english,0.6048780487804878
True,True,False,0.01,0.1,rbf,True,english,0.6048780487804878
